Start conv=19, red footprints found: 1
d=1: frontier=12, visited=59, red_footprints=1 (+0), t=0s, mem=0MB
d=1789: frontier=12, visited=738852, red_footprints=1 (+0), t=51s, mem=352MB
d=1790: frontier=12, visited=739316, red_footprints=1 (+0), t=52s, mem=353MB
d=1791: frontier=12, visited=739753, red_footprints=1 (+0), t=52s, mem=353MB
d=1792: frontier=12, visited=740233, red_footprints=1 (+0), t=52s, mem=353MB
d=1793: frontier=12, visited=740670, red_footprints=1 (+0), t=52s, mem=353MB
d=1794: frontier=12, visited=741156, red_footprints=1 (+0), t=52s, mem=353MB
d=1795: frontier=12, visited=741593, red_footprints=1 (+0), t=52s, mem=354MB
d=1796: frontier=12, visited=742018, red_footprints=1 (+0), t=52s, mem=354MB
d=1797: frontier=12, visited=742501, red_footprints=1 (+0), t=52s, mem=354MB
d=1798: frontier=12, visited=742947, red_footprints=1 (+0), t=52s, mem=354MB
d=1799: frontier=12, visited=743337, red_footprints=1 (+0), t=52s, mem=354MB
d=1800: frontier=12, visited=743762, red_footprints=1 (+0), t=52s, mem=355MB
d=1801: frontier=12, visited=744171, red_footprints=1 (+0), t=52s, mem=355MB
d=1802: frontier=12, visited=744586, red_footprints=1 (+0), t=52s, mem=355MB
d=1803: frontier=12, visited=744926, red_footprints=1 (+0), t=52s, mem=355MB
d=1804: frontier=12, visited=745272, red_footprints=1 (+0), t=52s, mem=355MB
d=1805: frontier=12, visited=745658, red_footprints=1 (+0), t=52s, mem=356MB
d=1806: frontier=12, visited=745989, red_footprints=1 (+0), t=52s, mem=356MB
d=1807: frontier=12, visited=746411, red_footprints=1 (+0), t=52s, mem=356MB
d=1808: frontier=12, visited=746757, red_footprints=1 (+0), t=52s, mem=356MB
d=1809: frontier=12, visited=747155, red_footprints=1 (+0), t=52s, mem=356MB
d=1810: frontier=12, visited=747524, red_footprints=1 (+0), t=52s, mem=356MB
d=1811: frontier=12, visited=747956, red_footprints=1 (+0), t=52s, mem=357MB
d=1812: frontier=12, visited=748384, red_footprints=1 (+0), t=52s, mem=357MB
d=1813: frontier=12, visited=748754, red_footprints=1 (+0), t=52s, mem=357MB
d=1814: frontier=12, visited=749215, red_footprints=1 (+0), t=52s, mem=357MB
d=1815: frontier=12, visited=749653, red_footprints=1 (+0), t=52s, mem=357MB
d=1816: frontier=12, visited=750132, red_footprints=1 (+0), t=52s, mem=358MB
d=1817: frontier=12, visited=750571, red_footprints=1 (+0), t=52s, mem=358MB
d=1818: frontier=12, visited=751059, red_footprints=1 (+0), t=52s, mem=358MB
d=1819: frontier=12, visited=751504, red_footprints=1 (+0), t=52s, mem=358MB
d=1820: frontier=12, visited=752001, red_footprints=1 (+0), t=52s, mem=359MB
d=1821: frontier=12, visited=752426, red_footprints=1 (+0), t=52s, mem=359MB
d=1822: frontier=12, visited=752909, red_footprints=1 (+0), t=52s, mem=359MB
d=1823: frontier=12, visited=753351, red_footprints=1 (+0), t=53s, mem=359MB
d=1824: frontier=12, visited=753721, red_footprints=1 (+0), t=53s, mem=359MB
d=1825: frontier=12, visited=754050, red_footprints=1 (+0), t=53s, mem=360MB
d=1826: frontier=12, visited=754356, red_footprints=1 (+0), t=53s, mem=360MB
d=1827: frontier=12, visited=754685, red_footprints=1 (+0), t=53s, mem=360MB
d=1828: frontier=12, visited=754965, red_footprints=1 (+0), t=53s, mem=360MB
d=1829: frontier=12, visited=755299, red_footprints=1 (+0), t=53s, mem=360MB
d=1830: frontier=12, visited=755588, red_footprints=1 (+0), t=53s, mem=360MB
d=1831: frontier=12, visited=755945, red_footprints=1 (+0), t=53s, mem=360MB
d=1832: frontier=12, visited=756256, red_footprints=1 (+0), t=53s, mem=361MB
d=1833: frontier=12, visited=756632, red_footprints=1 (+0), t=53s, mem=361MB
d=1834: frontier=12, visited=756981, red_footprints=1 (+0), t=53s, mem=361MB
d=1835: frontier=12, visited=757393, red_footprints=1 (+0), t=53s, mem=361MB
d=1836: frontier=12, visited=757794, red_footprints=1 (+0), t=53s, mem=361MB
d=1837: frontier=12, visited=758167, red_footprints=1 (+0), t=53s, mem=362MB
d=1838: frontier=12, visited=758637, red_footprints=1 (+0), t=53s, mem=362MB
d=1839: frontier=12, visited=759123, red_footprints=1 (+0), t=53s, mem=362MB
d=1840: frontier=12, visited=759545, red_footprints=1 (+0), t=53s, mem=362MB
d=1841: frontier=12, visited=760023, red_footprints=1 (+0), t=53s, mem=362MB
d=1842: frontier=12, visited=760449, red_footprints=1 (+0), t=53s, mem=363MB
d=1843: frontier=12, visited=760932, red_footprints=1 (+0), t=53s, mem=363MB
d=1844: frontier=12, visited=761360, red_footprints=1 (+0), t=53s, mem=363MB
d=1845: frontier=12, visited=761840, red_footprints=1 (+0), t=53s, mem=363MB
d=1846: frontier=12, visited=762264, red_footprints=1 (+0), t=53s, mem=363MB
d=1847: frontier=12, visited=762592, red_footprints=1 (+0), t=53s, mem=364MB
d=1848: frontier=12, visited=762971, red_footprints=1 (+0), t=53s, mem=364MB
d=1849: frontier=12, visited=763369, red_footprints=1 (+0), t=53s, mem=364MB
d=1850: frontier=12, visited=763715, red_footprints=1 (+0), t=53s, mem=364MB
d=1851: frontier=12, visited=764116, red_footprints=1 (+0), t=53s, mem=364MB
d=1852: frontier=12, visited=764469, red_footprints=1 (+0), t=53s, mem=365MB
d=1853: frontier=12, visited=764851, red_footprints=1 (+0), t=53s, mem=365MB
d=1854: frontier=12, visited=765192, red_footprints=1 (+0), t=53s, mem=365MB
d=1855: frontier=12, visited=765601, red_footprints=1 (+0), t=53s, mem=365MB
d=1856: frontier=12, visited=765941, red_footprints=1 (+0), t=53s, mem=365MB
d=1857: frontier=12, visited=766336, red_footprints=1 (+0), t=53s, mem=365MB
d=1858: frontier=12, visited=766678, red_footprints=1 (+0), t=54s, mem=366MB
d=1859: frontier=12, visited=767136, red_footprints=1 (+0), t=54s, mem=366MB
d=1860: frontier=12, visited=767593, red_footprints=1 (+0), t=54s, mem=366MB
d=1861: frontier=12, visited=768001, red_footprints=1 (+0), t=54s, mem=366MB
d=1862: frontier=12, visited=768460, red_footprints=1 (+0), t=54s, mem=366MB
d=1863: frontier=12, visited=768921, red_footprints=1 (+0), t=54s, mem=367MB
d=1864: frontier=12, visited=769363, red_footprints=1 (+0), t=54s, mem=367MB
d=1865: frontier=12, visited=769819, red_footprints=1 (+0), t=54s, mem=367MB
d=1866: frontier=12, visited=770308, red_footprints=1 (+0), t=54s, mem=367MB
d=1867: frontier=12, visited=770773, red_footprints=1 (+0), t=54s, mem=368MB
d=1868: frontier=12, visited=771261, red_footprints=1 (+0), t=54s, mem=368MB
d=1869: frontier=12, visited=771691, red_footprints=1 (+0), t=54s, mem=368MB
d=1870: frontier=12, visited=772176, red_footprints=1 (+0), t=54s, mem=368MB
d=1871: frontier=12, visited=772629, red_footprints=1 (+0), t=54s, mem=368MB
d=1872: frontier=12, visited=773004, red_footprints=1 (+0), t=54s, mem=369MB
d=1873: frontier=12, visited=773390, red_footprints=1 (+0), t=54s, mem=369MB
d=1874: frontier=12, visited=773767, red_footprints=1 (+0), t=54s, mem=369MB
d=1875: frontier=12, visited=774113, red_footprints=1 (+0), t=54s, mem=369MB
d=1876: frontier=12, visited=774526, red_footprints=1 (+0), t=54s, mem=369MB
d=1877: frontier=12, visited=774890, red_footprints=1 (+0), t=54s, mem=369MB
d=1878: frontier=12, visited=775284, red_footprints=1 (+0), t=54s, mem=370MB
d=1879: frontier=12, visited=775633, red_footprints=1 (+0), t=54s, mem=370MB
d=1880: frontier=12, visited=776050, red_footprints=1 (+0), t=54s, mem=370MB
d=1881: frontier=12, visited=776394, red_footprints=1 (+0), t=54s, mem=370MB
d=1882: frontier=12, visited=776796, red_footprints=1 (+0), t=54s, mem=370MB
d=1883: frontier=12, visited=777139, red_footprints=1 (+0), t=54s, mem=371MB
d=1884: frontier=12, visited=777589, red_footprints=1 (+0), t=54s, mem=371MB
d=1885: frontier=12, visited=778011, red_footprints=1 (+0), t=54s, mem=371MB
d=1886: frontier=12, visited=778367, red_footprints=1 (+0), t=54s, mem=371MB
d=1887: frontier=12, visited=778781, red_footprints=1 (+0), t=54s, mem=371MB
d=1888: frontier=12, visited=779193, red_footprints=1 (+0), t=54s, mem=372MB
d=1889: frontier=12, visited=779595, red_footprints=1 (+0), t=54s, mem=372MB
d=1890: frontier=12, visited=779996, red_footprints=1 (+0), t=55s, mem=372MB
d=1891: frontier=12, visited=780450, red_footprints=1 (+0), t=55s, mem=372MB
d=1892: frontier=12, visited=780861, red_footprints=1 (+0), t=55s, mem=372MB
d=1893: frontier=12, visited=781322, red_footprints=1 (+0), t=55s, mem=373MB
d=1894: frontier=12, visited=781739, red_footprints=1 (+0), t=55s, mem=373MB
d=1895: frontier=12, visited=782214, red_footprints=1 (+0), t=55s, mem=373MB
d=1896: frontier=12, visited=782655, red_footprints=1 (+0), t=55s, mem=373MB
d=1897: frontier=12, visited=783100, red_footprints=1 (+0), t=55s, mem=373MB
d=1898: frontier=12, visited=783444, red_footprints=1 (+0), t=55s, mem=374MB
d=1899: frontier=12, visited=783798, red_footprints=1 (+0), t=55s, mem=374MB
d=1900: frontier=12, visited=784173, red_footprints=1 (+0), t=55s, mem=374MB
d=1901: frontier=12, visited=784503, red_footprints=1 (+0), t=55s, mem=374MB
d=1902: frontier=12, visited=784870, red_footprints=1 (+0), t=55s, mem=374MB
d=1903: frontier=12, visited=785256, red_footprints=1 (+0), t=55s, mem=374MB
d=1904: frontier=12, visited=785643, red_footprints=1 (+0), t=55s, mem=375MB
d=1905: frontier=12, visited=785985, red_footprints=1 (+0), t=55s, mem=375MB
d=1906: frontier=12, visited=786395, red_footprints=1 (+0), t=55s, mem=375MB
d=1907: frontier=12, visited=786766, red_footprints=1 (+0), t=55s, mem=375MB
d=1908: frontier=12, visited=787196, red_footprints=1 (+0), t=55s, mem=375MB
d=1909: frontier=12, visited=787593, red_footprints=1 (+0), t=55s, mem=376MB
d=1910: frontier=12, visited=788057, red_footprints=1 (+0), t=55s, mem=376MB
d=1911: frontier=12, visited=788498, red_footprints=1 (+0), t=55s, mem=376MB
d=1912: frontier=12, visited=788873, red_footprints=1 (+0), t=55s, mem=376MB
d=1913: frontier=12, visited=789292, red_footprints=1 (+0), t=55s, mem=376MB
d=1914: frontier=12, visited=789710, red_footprints=1 (+0), t=55s, mem=377MB
d=1915: frontier=12, visited=790077, red_footprints=1 (+0), t=55s, mem=377MB
d=1916: frontier=12, visited=790471, red_footprints=1 (+0), t=55s, mem=377MB
d=1917: frontier=12, visited=790865, red_footprints=1 (+0), t=55s, mem=377MB
d=1918: frontier=12, visited=791204, red_footprints=1 (+0), t=55s, mem=377MB
d=1919: frontier=12, visited=791607, red_footprints=1 (+0), t=55s, mem=377MB
d=1920: frontier=12, visited=791947, red_footprints=1 (+0), t=55s, mem=378MB
d=1921: frontier=12, visited=792344, red_footprints=1 (+0), t=55s, mem=378MB
d=1922: frontier=12, visited=792694, red_footprints=1 (+0), t=55s, mem=378MB
d=1923: frontier=12, visited=792997, red_footprints=1 (+0), t=56s, mem=378MB
d=1924: frontier=12, visited=793323, red_footprints=1 (+0), t=56s, mem=378MB
d=1925: frontier=12, visited=793662, red_footprints=1 (+0), t=56s, mem=378MB
d=1926: frontier=12, visited=794074, red_footprints=1 (+0), t=56s, mem=379MB
d=1927: frontier=12, visited=794445, red_footprints=1 (+0), t=56s, mem=379MB
d=1928: frontier=12, visited=794788, red_footprints=1 (+0), t=56s, mem=379MB
d=1929: frontier=12, visited=795171, red_footprints=1 (+0), t=56s, mem=379MB
d=1930: frontier=12, visited=795553, red_footprints=1 (+0), t=56s, mem=379MB
d=1931: frontier=12, visited=795894, red_footprints=1 (+0), t=56s, mem=380MB
d=1932: frontier=12, visited=796303, red_footprints=1 (+0), t=56s, mem=380MB
d=1933: frontier=12, visited=796658, red_footprints=1 (+0), t=56s, mem=380MB
d=1934: frontier=12, visited=797073, red_footprints=1 (+0), t=56s, mem=380MB
d=1935: frontier=12, visited=797477, red_footprints=1 (+0), t=56s, mem=380MB
d=1936: frontier=12, visited=797948, red_footprints=1 (+0), t=56s, mem=380MB
d=1937: frontier=12, visited=798417, red_footprints=1 (+0), t=56s, mem=381MB
d=1938: frontier=12, visited=798821, red_footprints=1 (+0), t=56s, mem=381MB
d=1939: frontier=12, visited=799265, red_footprints=1 (+0), t=56s, mem=381MB
d=1940: frontier=12, visited=799680, red_footprints=1 (+0), t=56s, mem=381MB
d=1941: frontier=12, visited=800053, red_footprints=1 (+0), t=56s, mem=381MB
d=1942: frontier=12, visited=800481, red_footprints=1 (+0), t=56s, mem=382MB
d=1943: frontier=12, visited=800911, red_footprints=1 (+0), t=56s, mem=382MB
d=1944: frontier=12, visited=801288, red_footprints=1 (+0), t=56s, mem=382MB
d=1945: frontier=12, visited=801729, red_footprints=1 (+0), t=56s, mem=382MB
d=1946: frontier=12, visited=802092, red_footprints=1 (+0), t=56s, mem=382MB
d=1947: frontier=12, visited=802512, red_footprints=1 (+0), t=56s, mem=383MB
d=1948: frontier=12, visited=802874, red_footprints=1 (+0), t=56s, mem=383MB
d=1949: frontier=12, visited=803198, red_footprints=1 (+0), t=56s, mem=383MB
d=1950: frontier=12, visited=803544, red_footprints=1 (+0), t=56s, mem=383MB
d=1951: frontier=12, visited=803911, red_footprints=1 (+0), t=56s, mem=383MB
d=1952: frontier=12, visited=804412, red_footprints=1 (+0), t=56s, mem=384MB
d=1953: frontier=12, visited=804881, red_footprints=1 (+0), t=56s, mem=384MB
d=1954: frontier=12, visited=805405, red_footprints=1 (+0), t=56s, mem=384MB
d=1955: frontier=12, visited=805931, red_footprints=1 (+0), t=56s, mem=384MB
d=1956: frontier=12, visited=806416, red_footprints=1 (+0), t=56s, mem=385MB
d=1957: frontier=12, visited=806967, red_footprints=1 (+0), t=56s, mem=385MB
d=1958: frontier=12, visited=807429, red_footprints=1 (+0), t=57s, mem=385MB
d=1959: frontier=12, visited=807945, red_footprints=1 (+0), t=57s, mem=385MB
d=1960: frontier=12, visited=808414, red_footprints=1 (+0), t=57s, mem=385MB
d=1961: frontier=12, visited=808975, red_footprints=1 (+0), t=57s, mem=386MB
d=1962: frontier=12, visited=809470, red_footprints=1 (+0), t=57s, mem=386MB
d=1963: frontier=12, visited=809912, red_footprints=1 (+0), t=57s, mem=386MB
d=1964: frontier=12, visited=810431, red_footprints=1 (+0), t=57s, mem=386MB
d=1965: frontier=12, visited=810846, red_footprints=1 (+0), t=57s, mem=387MB
d=1966: frontier=12, visited=811219, red_footprints=1 (+0), t=57s, mem=387MB
d=1967: frontier=12, visited=811647, red_footprints=1 (+0), t=57s, mem=387MB
d=1968: frontier=12, visited=812077, red_footprints=1 (+0), t=57s, mem=387MB
d=1969: frontier=12, visited=812454, red_footprints=1 (+0), t=57s, mem=387MB
d=1970: frontier=12, visited=812895, red_footprints=1 (+0), t=57s, mem=388MB
d=1971: frontier=12, visited=813258, red_footprints=1 (+0), t=57s, mem=388MB
d=1972: frontier=12, visited=813678, red_footprints=1 (+0), t=57s, mem=388MB
d=1973: frontier=12, visited=814035, red_footprints=1 (+0), t=57s, mem=388MB
d=1974: frontier=12, visited=814366, red_footprints=1 (+0), t=57s, mem=388MB
d=1975: frontier=12, visited=814649, red_footprints=1 (+0), t=57s, mem=388MB
d=1976: frontier=12, visited=815067, red_footprints=1 (+0), t=57s, mem=389MB
d=1977: frontier=12, visited=815542, red_footprints=1 (+0), t=57s, mem=389MB
d=1978: frontier=12, visited=816011, red_footprints=1 (+0), t=57s, mem=389MB
d=1979: frontier=12, visited=816535, red_footprints=1 (+0), t=57s, mem=389MB
d=1980: frontier=12, visited=817060, red_footprints=1 (+0), t=57s, mem=390MB
d=1981: frontier=12, visited=817542, red_footprints=1 (+0), t=57s, mem=390MB
d=1982: frontier=12, visited=818081, red_footprints=1 (+0), t=57s, mem=390MB
d=1983: frontier=12, visited=818513, red_footprints=1 (+0), t=57s, mem=390MB
d=1984: frontier=12, visited=818979, red_footprints=1 (+0), t=57s, mem=391MB
d=1985: frontier=12, visited=819439, red_footprints=1 (+0), t=57s, mem=391MB
d=1986: frontier=12, visited=819992, red_footprints=1 (+0), t=57s, mem=391MB
d=1987: frontier=12, visited=820479, red_footprints=1 (+0), t=57s, mem=391MB
d=1988: frontier=12, visited=820893, red_footprints=1 (+0), t=57s, mem=391MB
d=1989: frontier=12, visited=821288, red_footprints=1 (+0), t=57s, mem=392MB
d=1990: frontier=12, visited=821653, red_footprints=1 (+0), t=57s, mem=392MB
d=1991: frontier=12, visited=822033, red_footprints=1 (+0), t=57s, mem=392MB
d=1992: frontier=12, visited=822439, red_footprints=1 (+0), t=58s, mem=392MB
d=1993: frontier=12, visited=822793, red_footprints=1 (+0), t=58s, mem=392MB
d=1994: frontier=12, visited=823212, red_footprints=1 (+0), t=58s, mem=393MB
d=1995: frontier=12, visited=823576, red_footprints=1 (+0), t=58s, mem=393MB
d=1996: frontier=12, visited=824000, red_footprints=1 (+0), t=58s, mem=393MB
d=1997: frontier=12, visited=824391, red_footprints=1 (+0), t=58s, mem=393MB
d=1998: frontier=12, visited=824822, red_footprints=1 (+0), t=58s, mem=393MB
d=1999: frontier=12, visited=825278, red_footprints=1 (+0), t=58s, mem=394MB
d=2000: frontier=12, visited=825734, red_footprints=1 (+0), t=58s, mem=394MB
d=2001: frontier=12, visited=826136, red_footprints=1 (+0), t=58s, mem=394MB
d=2002: frontier=12, visited=826592, red_footprints=1 (+0), t=58s, mem=394MB
d=2003: frontier=12, visited=827019, red_footprints=1 (+0), t=58s, mem=394MB
d=2004: frontier=12, visited=827380, red_footprints=1 (+0), t=58s, mem=395MB
d=2005: frontier=12, visited=827796, red_footprints=1 (+0), t=58s, mem=395MB
d=2006: frontier=12, visited=828214, red_footprints=1 (+0), t=58s, mem=395MB
d=2007: frontier=12, visited=828588, red_footprints=1 (+0), t=58s, mem=395MB
d=2008: frontier=12, visited=829017, red_footprints=1 (+0), t=58s, mem=395MB
d=2009: frontier=12, visited=829365, red_footprints=1 (+0), t=58s, mem=395MB
d=2010: frontier=12, visited=829776, red_footprints=1 (+0), t=58s, mem=396MB
d=2011: frontier=12, visited=830158, red_footprints=1 (+0), t=58s, mem=396MB
d=2012: frontier=12, visited=830555, red_footprints=1 (+0), t=58s, mem=396MB
d=2013: frontier=12, visited=830904, red_footprints=1 (+0), t=58s, mem=396MB
d=2014: frontier=12, visited=831291, red_footprints=1 (+0), t=58s, mem=396MB
d=2015: frontier=12, visited=831622, red_footprints=1 (+0), t=58s, mem=397MB
d=2016: frontier=12, visited=831929, red_footprints=1 (+0), t=58s, mem=397MB
d=2017: frontier=12, visited=832206, red_footprints=1 (+0), t=58s, mem=397MB
d=2018: frontier=12, visited=832538, red_footprints=1 (+0), t=58s, mem=397MB
d=2019: frontier=12, visited=832872, red_footprints=1 (+0), t=58s, mem=397MB
d=2020: frontier=12, visited=833161, red_footprints=1 (+0), t=58s, mem=397MB
d=2021: frontier=12, visited=833518, red_footprints=1 (+0), t=58s, mem=397MB
d=2022: frontier=12, visited=833831, red_footprints=1 (+0), t=58s, mem=398MB
d=2023: frontier=12, visited=834209, red_footprints=1 (+0), t=58s, mem=398MB
d=2024: frontier=12, visited=834573, red_footprints=1 (+0), t=58s, mem=398MB
d=2025: frontier=12, visited=834995, red_footprints=1 (+0), t=58s, mem=398MB
d=2026: frontier=12, visited=835416, red_footprints=1 (+0), t=58s, mem=398MB
d=2027: frontier=12, visited=835845, red_footprints=1 (+0), t=59s, mem=399MB
d=2028: frontier=12, visited=836308, red_footprints=1 (+0), t=59s, mem=399MB
d=2029: frontier=12, visited=836893, red_footprints=1 (+0), t=59s, mem=399MB
d=2030: frontier=12, visited=837446, red_footprints=1 (+0), t=59s, mem=399MB
d=2031: frontier=12, visited=838054, red_footprints=1 (+0), t=59s, mem=400MB
d=2032: frontier=12, visited=838664, red_footprints=1 (+0), t=59s, mem=400MB
d=2033: frontier=12, visited=839223, red_footprints=1 (+0), t=59s, mem=400MB
d=2034: frontier=12, visited=839846, red_footprints=1 (+0), t=59s, mem=400MB
d=2035: frontier=12, visited=840392, red_footprints=1 (+0), t=59s, mem=401MB
d=2036: frontier=12, visited=840991, red_footprints=1 (+0), t=59s, mem=401MB
d=2037: frontier=12, visited=841535, red_footprints=1 (+0), t=59s, mem=401MB
d=2038: frontier=12, visited=841942, red_footprints=1 (+0), t=59s, mem=401MB
d=2039: frontier=12, visited=842287, red_footprints=1 (+0), t=59s, mem=402MB
d=2040: frontier=12, visited=842702, red_footprints=1 (+0), t=59s, mem=402MB
d=2041: frontier=12, visited=843021, red_footprints=1 (+0), t=59s, mem=402MB
d=2042: frontier=12, visited=843286, red_footprints=1 (+0), t=59s, mem=402MB
d=2043: frontier=12, visited=843606, red_footprints=1 (+0), t=59s, mem=402MB
d=2044: frontier=12, visited=843928, red_footprints=1 (+0), t=59s, mem=402MB
d=2045: frontier=12, visited=844209, red_footprints=1 (+0), t=59s, mem=403MB
d=2046: frontier=12, visited=844558, red_footprints=1 (+0), t=59s, mem=403MB
d=2047: frontier=12, visited=844858, red_footprints=1 (+0), t=59s, mem=403MB
d=2048: frontier=12, visited=845223, red_footprints=1 (+0), t=59s, mem=403MB
d=2049: frontier=12, visited=845588, red_footprints=1 (+0), t=59s, mem=403MB
d=2050: frontier=12, visited=846003, red_footprints=1 (+0), t=59s, mem=403MB
d=2051: frontier=12, visited=846433, red_footprints=1 (+0), t=59s, mem=404MB
d=2052: frontier=12, visited=846829, red_footprints=1 (+0), t=59s, mem=404MB
d=2053: frontier=12, visited=847296, red_footprints=1 (+0), t=59s, mem=404MB
d=2054: frontier=12, visited=847735, red_footprints=1 (+0), t=59s, mem=404MB
d=2055: frontier=12, visited=848108, red_footprints=1 (+0), t=59s, mem=404MB
d=2056: frontier=12, visited=848536, red_footprints=1 (+0), t=59s, mem=405MB
d=2057: frontier=12, visited=848966, red_footprints=1 (+0), t=59s, mem=405MB
d=2058: frontier=12, visited=849352, red_footprints=1 (+0), t=60s, mem=405MB
d=2059: frontier=12, visited=849788, red_footprints=1 (+0), t=60s, mem=405MB
d=2060: frontier=12, visited=850148, red_footprints=1 (+0), t=60s, mem=405MB
d=2061: frontier=12, visited=850556, red_footprints=1 (+0), t=60s, mem=406MB
d=2062: frontier=12, visited=850935, red_footprints=1 (+0), t=60s, mem=406MB
d=2063: frontier=12, visited=851281, red_footprints=1 (+0), t=60s, mem=406MB
d=2064: frontier=12, visited=851612, red_footprints=1 (+0), t=60s, mem=406MB
d=2065: frontier=12, visited=851919, red_footprints=1 (+0), t=60s, mem=406MB
d=2066: frontier=12, visited=852196, red_footprints=1 (+0), t=60s, mem=406MB
d=2067: frontier=12, visited=852528, red_footprints=1 (+0), t=60s, mem=407MB
d=2068: frontier=12, visited=852861, red_footprints=1 (+0), t=60s, mem=407MB
d=2069: frontier=12, visited=853147, red_footprints=1 (+0), t=60s, mem=407MB
d=2070: frontier=12, visited=853494, red_footprints=1 (+0), t=60s, mem=407MB
d=2071: frontier=12, visited=853796, red_footprints=1 (+0), t=60s, mem=407MB
d=2072: frontier=12, visited=854175, red_footprints=1 (+0), t=60s, mem=407MB
d=2073: frontier=12, visited=854548, red_footprints=1 (+0), t=60s, mem=407MB
d=2074: frontier=12, visited=854979, red_footprints=1 (+0), t=60s, mem=408MB
d=2075: frontier=12, visited=855385, red_footprints=1 (+0), t=60s, mem=408MB
d=2076: frontier=12, visited=855761, red_footprints=1 (+0), t=60s, mem=408MB
d=2077: frontier=12, visited=856205, red_footprints=1 (+0), t=60s, mem=408MB
d=2078: frontier=12, visited=856624, red_footprints=1 (+0), t=60s, mem=408MB
d=2079: frontier=12, visited=856977, red_footprints=1 (+0), t=60s, mem=409MB
d=2080: frontier=12, visited=857357, red_footprints=1 (+0), t=60s, mem=409MB
d=2081: frontier=12, visited=857763, red_footprints=1 (+0), t=60s, mem=409MB
d=2082: frontier=12, visited=858127, red_footprints=1 (+0), t=60s, mem=409MB
d=2083: frontier=12, visited=858550, red_footprints=1 (+0), t=60s, mem=409MB
d=2084: frontier=12, visited=858910, red_footprints=1 (+0), t=60s, mem=410MB
d=2085: frontier=12, visited=859323, red_footprints=1 (+0), t=60s, mem=410MB
d=2086: frontier=12, visited=859707, red_footprints=1 (+0), t=60s, mem=410MB
d=2087: frontier=12, visited=860133, red_footprints=1 (+0), t=60s, mem=410MB
d=2088: frontier=12, visited=860497, red_footprints=1 (+0), t=60s, mem=410MB
d=2089: frontier=12, visited=860774, red_footprints=1 (+0), t=60s, mem=410MB
d=2090: frontier=12, visited=861121, red_footprints=1 (+0), t=60s, mem=411MB
d=2091: frontier=12, visited=861418, red_footprints=1 (+0), t=60s, mem=411MB
d=2092: frontier=12, visited=861671, red_footprints=1 (+0), t=60s, mem=411MB
d=2093: frontier=12, visited=861978, red_footprints=1 (+0), t=60s, mem=411MB
d=2094: frontier=12, visited=862292, red_footprints=1 (+0), t=61s, mem=411MB
d=2095: frontier=12, visited=862580, red_footprints=1 (+0), t=61s, mem=411MB
d=2096: frontier=12, visited=862921, red_footprints=1 (+0), t=61s, mem=411MB
d=2097: frontier=12, visited=863215, red_footprints=1 (+0), t=61s, mem=412MB
d=2098: frontier=12, visited=863587, red_footprints=1 (+0), t=61s, mem=412MB
d=2099: frontier=12, visited=863938, red_footprints=1 (+0), t=61s, mem=412MB
d=2100: frontier=12, visited=864372, red_footprints=1 (+0), t=61s, mem=412MB
d=2101: frontier=12, visited=864758, red_footprints=1 (+0), t=61s, mem=412MB
d=2102: frontier=12, visited=865131, red_footprints=1 (+0), t=61s, mem=413MB
d=2103: frontier=12, visited=865547, red_footprints=1 (+0), t=61s, mem=413MB
d=2104: frontier=12, visited=865938, red_footprints=1 (+0), t=61s, mem=413MB
d=2105: frontier=12, visited=866325, red_footprints=1 (+0), t=61s, mem=413MB
d=2106: frontier=12, visited=866720, red_footprints=1 (+0), t=61s, mem=413MB
d=2107: frontier=12, visited=867138, red_footprints=1 (+0), t=61s, mem=413MB
d=2108: frontier=12, visited=867500, red_footprints=1 (+0), t=61s, mem=414MB
d=2109: frontier=12, visited=867927, red_footprints=1 (+0), t=61s, mem=414MB
d=2110: frontier=12, visited=868324, red_footprints=1 (+0), t=61s, mem=414MB
d=2111: frontier=12, visited=868776, red_footprints=1 (+0), t=61s, mem=414MB
d=2112: frontier=12, visited=869186, red_footprints=1 (+0), t=61s, mem=414MB
d=2113: frontier=12, visited=869573, red_footprints=1 (+0), t=61s, mem=415MB
d=2114: frontier=12, visited=869949, red_footprints=1 (+0), t=61s, mem=415MB
d=2115: frontier=12, visited=870369, red_footprints=1 (+0), t=61s, mem=415MB
d=2116: frontier=12, visited=870757, red_footprints=1 (+0), t=61s, mem=415MB
d=2117: frontier=12, visited=871093, red_footprints=1 (+0), t=61s, mem=415MB
d=2118: frontier=12, visited=871460, red_footprints=1 (+0), t=61s, mem=416MB
d=2119: frontier=12, visited=871797, red_footprints=1 (+0), t=61s, mem=416MB
d=2120: frontier=12, visited=872202, red_footprints=1 (+0), t=61s, mem=416MB
d=2121: frontier=12, visited=872616, red_footprints=1 (+0), t=61s, mem=416MB
d=2122: frontier=12, visited=872982, red_footprints=1 (+0), t=61s, mem=416MB
d=2123: frontier=12, visited=873383, red_footprints=1 (+0), t=61s, mem=416MB
d=2124: frontier=12, visited=873756, red_footprints=1 (+0), t=61s, mem=417MB
d=2125: frontier=12, visited=874107, red_footprints=1 (+0), t=61s, mem=417MB
d=2126: frontier=12, visited=874512, red_footprints=1 (+0), t=61s, mem=417MB
d=2127: frontier=12, visited=874920, red_footprints=1 (+0), t=61s, mem=417MB
d=2128: frontier=12, visited=875422, red_footprints=1 (+0), t=61s, mem=417MB
